carrier;weight_type;department;label;min_kg;max_kg;bracket;price_ht;price_per_100kg_ht
SCHENKER;over_100;43;HAUTE-LOIRE;101;299;101 - 299;;65.15
SCHENKER;over_100;43;HAUTE-LOIRE;300;499;300 - 499;;59.95
SCHENKER;over_100;43;HAUTE-LOIRE;500;699;500 - 699;;55.38
SCHENKER;over_100;43;HAUTE-LOIRE;700;999;700 - 999;;52.12
SCHENKER;over_100;44;LOIRE-ATLANTIQUE;101;299;101 - 299;;51.33
SCHENKER;over_100;44;LOIRE-ATLANTIQUE;300;499;300 - 499;;47.21
SCHENKER;over_100;44;LOIRE-ATLANTIQUE;500;699;500 - 699;;43.63
SCHENKER;over_100;44;LOIRE-ATLANTIQUE;700;999;700 - 999;;41.06
SCHENKER;over_100;45;LOIRET;101;299;101 - 299;;43.64
SCHENKER;over_100;45;LOIRET;300;499;300 - 499;;40.15
SCHENKER;over_100;45;LOIRET;500;699;500 - 699;;37.09
SCHENKER;over_100;45;LOIRET;700;999;700 - 999;;34.91
SCHENKER;over_100;46;LOT;101;299;101 - 299;;71.3
SCHENKER;over_100;46;LOT;300;499;300 - 499;;65.6
SCHENKER;over_100;46;LOT;500;699;500 - 699;;60.61
SCHENKER;over_100;46;LOT;700;999;700 - 999;;57.04
SCHENKER;over_100;47;LOT-ET-GARONNE;101;299;101 - 299;;69.77
SCHENKER;over_100;47;LOT-ET-GARONNE;300;499;300 - 499;;64.19
SCHENKER;over_100;47;LOT-ET-GARONNE;500;699;500 - 699;;59.3
SCHENKER;over_100;47;LOT-ET-GARONNE;700;999;700 - 999;;55.82
SCHENKER;over_100;48;LOZERE;101;299;101 - 299;;72.84
SCHENKER;over_100;48;LOZERE;300;499;300 - 499;;67.01
SCHENKER;over_100;48;LOZERE;500;699;500 - 699;;61.92
SCHENKER;over_100;48;LOZERE;700;999;700 - 999;;58.27
SCHENKER;over_100;49;MAINE-ET-LOIRE;101;299;101 - 299;;48.25
SCHENKER;over_100;49;MAINE-ET-LOIRE;300;499;300 - 499;;44.39
SCHENKER;over_100;49;MAINE-ET-LOIRE;500;699;500 - 699;;41.01
SCHENKER;over_100;49;MAINE-ET-LOIRE;700;999;700 - 999;;38.6
SCHENKER;over_100;50;MANCHE;101;299;101 - 299;;49.79
SCHENKER;over_100;50;MANCHE;300;499;300 - 499;;45.81
SCHENKER;over_100;50;MANCHE;500;699;500 - 699;;42.32
SCHENKER;over_100;50;MANCHE;700;999;700 - 999;;39.83
SCHENKER;over_100;51;MARNE;101;299;101 - 299;;45.18
SCHENKER;over_100;51;MARNE;300;499;300 - 499;;41.56
SCHENKER;over_100;51;MARNE;500;699;500 - 699;;38.4
SCHENKER;over_100;51;MARNE;700;999;700 - 999;;36.14
SCHENKER;over_100;52;HAUTE-MARNE;101;299;101 - 299;;49.79
SCHENKER;over_100;52;HAUTE-MARNE;300;499;300 - 499;;45.81
SCHENKER;over_100;52;HAUTE-MARNE;500;699;500 - 699;;42.32
SCHENKER;over_100;52;HAUTE-MARNE;700;999;700 - 999;;39.83
SCHENKER;over_100;53;MAYENNE;101;299;101 - 299;;52.86
SCHENKER;over_100;53;MAYENNE;300;499;300 - 499;;48.63
SCHENKER;over_100;53;MAYENNE;500;699;500 - 699;;44.93
SCHENKER;over_100;53;MAYENNE;700;999;700 - 999;;42.29
SCHENKER;over_100;54;MEURTHE-ET- MOSELLE;101;299;101 - 299;;51.33
SCHENKER;over_100;54;MEURTHE-ET- MOSELLE;300;499;300 - 499;;47.21
SCHENKER;over_100;54;MEURTHE-ET- MOSELLE;500;699;500 - 699;;43.63
SCHENKER;over_100;54;MEURTHE-ET- MOSELLE;700;999;700 - 999;;41.06
SCHENKER;over_100;55;MEUSE;101;299;101 - 299;;45.18
SCHENKER;over_100;55;MEUSE;300;499;300 - 499;;41.56
SCHENKER;over_100;55;MEUSE;500;699;500 - 699;;38.4
SCHENKER;over_100;55;MEUSE;700;999;700 - 999;;36.14
SCHENKER;over_100;56;MORBIHAN;101;299;101 - 299;;60.55
SCHENKER;over_100;56;MORBIHAN;300;499;300 - 499;;55.7
SCHENKER;over_100;56;MORBIHAN;500;699;500 - 699;;51.46
SCHENKER;over_100;56;MORBIHAN;700;999;700 - 999;;48.44
SCHENKER;over_100;56;MORBIHAN Iles;101;299;101 - 299;;75.13
SCHENKER;over_100;56;MORBIHAN Iles;300;499;300 - 499;;69.13
SCHENKER;over_100;56;MORBIHAN Iles;500;699;500 - 699;;63.87
SCHENKER;over_100;56;MORBIHAN Iles;700;999;700 - 999;;60.11
SCHENKER;over_100;57;MOSELLE;101;299;101 - 299;;48.25
SCHENKER;over_100;57;MOSELLE;300;499;300 - 499;;44.39
SCHENKER;over_100;57;MOSELLE;500;699;500 - 699;;41.01
SCHENKER;over_100;57;MOSELLE;700;999;700 - 999;;38.6
SCHENKER;over_100;58;NIEVRE;101;299;101 - 299;;52.86
SCHENKER;over_100;58;NIEVRE;300;499;300 - 499;;48.63
SCHENKER;over_100;58;NIEVRE;500;699;500 - 699;;44.93
SCHENKER;over_100;58;NIEVRE;700;999;700 - 999;;42.29
SCHENKER;over_100;59;NORD;101;299;101 - 299;;32.88
SCHENKER;over_100;59;NORD;300;499;300 - 499;;30.25
SCHENKER;over_100;59;NORD;500;699;500 - 699;;27.95
SCHENKER;over_100;59;NORD;700;999;700 - 999;;26.31
SCHENKER;over_100;60;OISE;101;299;101 - 299;;32.88
SCHENKER;over_100;60;OISE;300;499;300 - 499;;30.25
SCHENKER;over_100;60;OISE;500;699;500 - 699;;27.95
SCHENKER;over_100;60;OISE;700;999;700 - 999;;26.31
SCHENKER;over_100;61;ORNE;101;299;101 - 299;;43.64
SCHENKER;over_100;61;ORNE;300;499;300 - 499;;40.15
SCHENKER;over_100;61;ORNE;500;699;500 - 699;;37.09
SCHENKER;over_100;61;ORNE;700;999;700 - 999;;34.91
SCHENKER;over_100;62;PAS-DE-CALAIS;101;299;101 - 299;;34.42
SCHENKER;over_100;62;PAS-DE-CALAIS;300;499;300 - 499;;31.67
SCHENKER;over_100;62;PAS-DE-CALAIS;500;699;500 - 699;;29.25
SCHENKER;over_100;62;PAS-DE-CALAIS;700;999;700 - 999;;27.53
SCHENKER;over_100;63;PUY-DE-DOME;101;299;101 - 299;;60.55
SCHENKER;over_100;63;PUY-DE-DOME;300;499;300 - 499;;55.7
SCHENKER;over_100;63;PUY-DE-DOME;500;699;500 - 699;;51.46
SCHENKER;over_100;63;PUY-DE-DOME;700;999;700 - 999;;48.44
SCHENKER;over_100;63;PUY-DE-DOME Localités d'altitude;101;299;101 - 299;;75.13
SCHENKER;over_100;63;PUY-DE-DOME Localités d'altitude;300;499;300 - 499;;69.13
SCHENKER;over_100;63;PUY-DE-DOME Localités d'altitude;500;699;500 - 699;;63.87
SCHENKER;over_100;63;PUY-DE-DOME Localités d'altitude;700;999;700 - 999;;60.11
SCHENKER;over_100;64;PYRENEES- ATLANTIQUE;101;299;101 - 299;;75.92
SCHENKER;over_100;64;PYRENEES- ATLANTIQUE;300;499;300 - 499;;69.84
SCHENKER;over_100;64;PYRENEES- ATLANTIQUE;500;699;500 - 699;;64.53
SCHENKER;over_100;64;PYRENEES- ATLANTIQUE;700;999;700 - 999;;60.73
SCHENKER;over_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;101;299;101 - 299;;91.68
SCHENKER;over_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;300;499;300 - 499;;84.36
SCHENKER;over_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;500;699;500 - 699;;77.93
SCHENKER;over_100;64;PYRENEES- ATLANTIQUE Localités d'altitude;700;999;700 - 999;;73.35
SCHENKER;over_100;65;HAUTES-PYRENEES;101;299;101 - 299;;77.45
SCHENKER;over_100;65;HAUTES-PYRENEES;300;499;300 - 499;;71.25
SCHENKER;over_100;65;HAUTES-PYRENEES;500;699;500 - 699;;65.84
SCHENKER;over_100;65;HAUTES-PYRENEES;700;999;700 - 999;;61.97
SCHENKER;over_100;65;HAUTES-PYRENEES Localités d'altitude;101;299;101 - 299;;93.34
SCHENKER;over_100;65;HAUTES-PYRENEES Localités d'altitude;300;499;300 - 499;;85.87
SCHENKER;over_100;65;HAUTES-PYRENEES Localités d'altitude;500;699;500 - 699;;79.34
SCHENKER;over_100;65;HAUTES-PYRENEES Localités d'altitude;700;999;700 - 999;;74.67
SCHENKER;over_100;66;PYRENEES- ORIENTALES;101;299;101 - 299;;86.67
SCHENKER;over_100;66;PYRENEES- ORIENTALES;300;499;300 - 499;;79.74
SCHENKER;over_100;66;PYRENEES- ORIENTALES;500;699;500 - 699;;73.67
SCHENKER;over_100;66;PYRENEES- ORIENTALES;700;999;700 - 999;;69.34
SCHENKER;over_100;66;PYRENEES- ORIENTALES Localités d'altitude;101;299;101 - 299;;103.27
SCHENKER;over_100;66;PYRENEES- ORIENTALES Localités d'altitude;300;499;300 - 499;;95.02
SCHENKER;over_100;66;PYRENEES- ORIENTALES Localités d'altitude;500;699;500 - 699;;87.79
SCHENKER;over_100;66;PYRENEES- ORIENTALES Localités d'altitude;700;999;700 - 999;;82.62
SCHENKER;over_100;67;BAS-RHIN;101;299;101 - 299;;52.86
SCHENKER;over_100;67;BAS-RHIN;300;499;300 - 499;;48.63
SCHENKER;over_100;67;BAS-RHIN;500;699;500 - 699;;44.93
SCHENKER;over_100;67;BAS-RHIN;700;999;700 - 999;;42.29
SCHENKER;over_100;68;HAUT-RHIN;101;299;101 - 299;;55.94
SCHENKER;over_100;68;HAUT-RHIN;300;499;300 - 499;;51.46
SCHENKER;over_100;68;HAUT-RHIN;500;699;500 - 699;;47.54
SCHENKER;over_100;68;HAUT-RHIN;700;999;700 - 999;;44.75
SCHENKER;over_100;69;RHONE;101;299;101 - 299;;55.94
SCHENKER;over_100;69;RHONE;300;499;300 - 499;;51.46
SCHENKER;over_100;69;RHONE;500;699;500 - 699;;47.54
SCHENKER;over_100;69;RHONE;700;999;700 - 999;;44.75
SCHENKER;over_100;70;HAUTE-SAONE;101;299;101 - 299;;55.94
SCHENKER;over_100;70;HAUTE-SAONE;300;499;300 - 499;;51.46
SCHENKER;over_100;70;HAUTE-SAONE;500;699;500 - 699;;47.54
SCHENKER;over_100;70;HAUTE-SAONE;700;999;700 - 999;;44.75
SCHENKER;over_100;71;SAONE-ET-LOIRE;101;299;101 - 299;;57.47
SCHENKER;over_100;71;SAONE-ET-LOIRE;300;499;300 - 499;;52.88
SCHENKER;over_100;71;SAONE-ET-LOIRE;500;699;500 - 699;;48.85
SCHENKER;over_100;71;SAONE-ET-LOIRE;700;999;700 - 999;;45.97
SCHENKER;over_100;72;SARTHE;101;299;101 - 299;;43.64
SCHENKER;over_100;72;SARTHE;300;499;300 - 499;;40.15
SCHENKER;over_100;72;SARTHE;500;699;500 - 699;;37.09
SCHENKER;over_100;72;SARTHE;700;999;700 - 999;;34.91
SCHENKER;over_100;73;SAVOIE;101;299;101 - 299;;62.08
SCHENKER;over_100;73;SAVOIE;300;499;300 - 499;;57.11
SCHENKER;over_100;73;SAVOIE;500;699;500 - 699;;52.77
SCHENKER;over_100;73;SAVOIE;700;999;700 - 999;;49.67
SCHENKER;over_100;73;SAVOIE Localités d'altitude;101;299;101 - 299;;76.79
SCHENKER;over_100;73;SAVOIE Localités d'altitude;300;499;300 - 499;;70.64
SCHENKER;over_100;73;SAVOIE Localités d'altitude;500;699;500 - 699;;65.27
SCHENKER;over_100;73;SAVOIE Localités d'altitude;700;999;700 - 999;;61.43
SCHENKER;over_100;74;HAUTE-SAVOIE;101;299;101 - 299;;62.08
SCHENKER;over_100;74;HAUTE-SAVOIE;300;499;300 - 499;;57.11
SCHENKER;over_100;74;HAUTE-SAVOIE;500;699;500 - 699;;52.77
SCHENKER;over_100;74;HAUTE-SAVOIE;700;999;700 - 999;;49.67
SCHENKER;over_100;74;HAUTE-SAVOIE Localités d'altitude;101;299;101 - 299;;76.79
SCHENKER;over_100;74;HAUTE-SAVOIE Localités d'altitude;300;499;300 - 499;;70.64
SCHENKER;over_100;74;HAUTE-SAVOIE Localités d'altitude;500;699;500 - 699;;65.27
SCHENKER;over_100;74;HAUTE-SAVOIE Localités d'altitude;700;999;700 - 999;;61.43
SCHENKER;over_100;75;PARIS;101;299;101 - 299;;37.49
SCHENKER;over_100;75;PARIS;300;499;300 - 499;;34.49
SCHENKER;over_100;75;PARIS;500;699;500 - 699;;31.87
SCHENKER;over_100;75;PARIS;700;999;700 - 999;;29.99
SCHENKER;over_100;76;SEINE-MARITIME;101;299;101 - 299;;34.42
SCHENKER;over_100;76;SEINE-MARITIME;300;499;300 - 499;;31.67
SCHENKER;over_100;76;SEINE-MARITIME;500;699;500 - 699;;29.25
SCHENKER;over_100;76;SEINE-MARITIME;700;999;700 - 999;;27.53
SCHENKER;over_100;77;SEINE-ET-MARNE;101;299;101 - 299;;42.1
SCHENKER;over_100;77;SEINE-ET-MARNE;300;499;300 - 499;;38.74
SCHENKER;over_100;77;SEINE-ET-MARNE;500;699;500 - 699;;35.78
SCHENKER;over_100;77;SEINE-ET-MARNE;700;999;700 - 999;;33.68
SCHENKER;over_100;78;YVELINES;101;299;101 - 299;;39.03
SCHENKER;over_100;78;YVELINES;300;499;300 - 499;;35.91
SCHENKER;over_100;78;YVELINES;500;699;500 - 699;;33.17
SCHENKER;over_100;78;YVELINES;700;999;700 - 999;;31.22
SCHENKER;over_100;79;DEUX-SEVRES;101;299;101 - 299;;55.94
SCHENKER;over_100;79;DEUX-SEVRES;300;499;300 - 499;;51.46
SCHENKER;over_100;79;DEUX-SEVRES;500;699;500 - 699;;47.54
SCHENKER;over_100;79;DEUX-SEVRES;700;999;700 - 999;;44.75
SCHENKER;over_100;80;SOMME;101;299;101 - 299;;29.81
SCHENKER;over_100;80;SOMME;300;499;300 - 499;;27.42
SCHENKER;over_100;80;SOMME;500;699;500 - 699;;25.33
SCHENKER;over_100;80;SOMME;700;999;700 - 999;;23.84
SCHENKER;over_100;81;TARN;101;299;101 - 299;;77.45
SCHENKER;over_100;81;TARN;300;499;300 - 499;;71.25
SCHENKER;over_100;81;TARN;500;699;500 - 699;;65.84
SCHENKER;over_100;81;TARN;700;999;700 - 999;;61.97
SCHENKER;over_100;82;TARN-ET-GARONNE;101;299;101 - 299;;72.84
SCHENKER;over_100;82;TARN-ET-GARONNE;300;499;300 - 499;;67.01
SCHENKER;over_100;82;TARN-ET-GARONNE;500;699;500 - 699;;61.92
SCHENKER;over_100;82;TARN-ET-GARONNE;700;999;700 - 999;;58.27
SCHENKER;over_100;83;VAR;101;299;101 - 299;;85.13
SCHENKER;over_100;83;VAR;300;499;300 - 499;;78.33
SCHENKER;over_100;83;VAR;500;699;500 - 699;;72.36
SCHENKER;over_100;83;VAR;700;999;700 - 999;;68.11
SCHENKER;over_100;84;VAUCLUSE;101;299;101 - 299;;71.3
SCHENKER;over_100;84;VAUCLUSE;300;499;300 - 499;;65.6
SCHENKER;over_100;84;VAUCLUSE;500;699;500 - 699;;60.61
SCHENKER;over_100;84;VAUCLUSE;700;999;700 - 999;;57.04
SCHENKER;over_100;85;VENDEE Iles;101;299;101 - 299;;52.86
SCHENKER;over_100;85;VENDEE Iles;300;499;300 - 499;;48.63
SCHENKER;over_100;85;VENDEE Iles;500;699;500 - 699;;44.93
SCHENKER;over_100;85;VENDEE Iles;700;999;700 - 999;;42.29
SCHENKER;over_100;85;VENDEE Iles;101;299;101 - 299;;66.86
SCHENKER;over_100;85;VENDEE Iles;300;499;300 - 499;;61.51
SCHENKER;over_100;85;VENDEE Iles;500;699;500 - 699;;56.82
SCHENKER;over_100;85;VENDEE Iles;700;999;700 - 999;;53.49
SCHENKER;over_100;86;VIENNE;101;299;101 - 299;;52.86
SCHENKER;over_100;86;VIENNE;300;499;300 - 499;;48.63
SCHENKER;over_100;86;VIENNE;500;699;500 - 699;;44.93
SCHENKER;over_100;86;VIENNE;700;999;700 - 999;;42.29
SCHENKER;over_100;87;HAUTE-VIENNE;101;299;101 - 299;;57.47
SCHENKER;over_100;87;HAUTE-VIENNE;300;499;300 - 499;;52.88
SCHENKER;over_100;87;HAUTE-VIENNE;500;699;500 - 699;;48.85
SCHENKER;over_100;87;HAUTE-VIENNE;700;999;700 - 999;;45.97
SCHENKER;over_100;88;VOSGES;101;299;101 - 299;;51.33
SCHENKER;over_100;88;VOSGES;300;499;300 - 499;;47.21
SCHENKER;over_100;88;VOSGES;500;699;500 - 699;;43.63
SCHENKER;over_100;88;VOSGES;700;999;700 - 999;;41.06
SCHENKER;over_100;88;VOSGES Localités d'altitude;101;299;101 - 299;;61.89
SCHENKER;over_100;88;VOSGES Localités d'altitude;300;499;300 - 499;;56.94
SCHENKER;over_100;88;VOSGES Localités d'altitude;500;699;500 - 699;;52.61
SCHENKER;over_100;88;VOSGES Localités d'altitude;700;999;700 - 999;;49.51
SCHENKER;over_100;89;YONNE;101;299;101 - 299;;48.25
SCHENKER;over_100;89;YONNE;300;499;300 - 499;;44.39
SCHENKER;over_100;89;YONNE;500;699;500 - 699;;41.01
SCHENKER;over_100;89;YONNE;700;999;700 - 999;;38.6
SCHENKER;over_100;90;TERR. DE BELFORT;101;299;101 - 299;;55.94
SCHENKER;over_100;90;TERR. DE BELFORT;300;499;300 - 499;;51.46
SCHENKER;over_100;90;TERR. DE BELFORT;500;699;500 - 699;;47.54
SCHENKER;over_100;90;TERR. DE BELFORT;700;999;700 - 999;;44.75
SCHENKER;over_100;91;ESSONNE;101;299;101 - 299;;40.56
SCHENKER;over_100;91;ESSONNE;300;499;300 - 499;;37.32
SCHENKER;over_100;91;ESSONNE;500;699;500 - 699;;34.48
SCHENKER;over_100;91;ESSONNE;700;999;700 - 999;;32.46
SCHENKER;over_100;92;HAUTS-DE-SEINE;101;299;101 - 299;;37.49
SCHENKER;over_100;92;HAUTS-DE-SEINE;300;499;300 - 499;;34.49
SCHENKER;over_100;92;HAUTS-DE-SEINE;500;699;500 - 699;;31.87
SCHENKER;over_100;92;HAUTS-DE-SEINE;700;999;700 - 999;;29.99
SCHENKER;over_100;93;SEINE-ST-DENIS;101;299;101 - 299;;37.49
SCHENKER;over_100;93;SEINE-ST-DENIS;300;499;300 - 499;;34.49
SCHENKER;over_100;93;SEINE-ST-DENIS;500;699;500 - 699;;31.87
SCHENKER;over_100;93;SEINE-ST-DENIS;700;999;700 - 999;;29.99
SCHENKER;over_100;94;VAL-DE-MARNE;101;299;101 - 299;;37.49
SCHENKER;over_100;94;VAL-DE-MARNE;300;499;300 - 499;;34.49
SCHENKER;over_100;94;VAL-DE-MARNE;500;699;500 - 699;;31.87
SCHENKER;over_100;94;VAL-DE-MARNE;700;999;700 - 999;;29.99
SCHENKER;over_100;95;VAL-D OISE;101;299;101 - 299;;37.49
SCHENKER;over_100;95;VAL-D OISE;300;499;300 - 499;;34.49
SCHENKER;over_100;95;VAL-D OISE;500;699;500 - 699;;31.87
SCHENKER;over_100;95;VAL-D OISE;700;999;700 - 999;;29.99
SCHENKER;over_100;98;MONACO;101;299;101 - 299;;108.24
SCHENKER;over_100;98;MONACO;300;499;300 - 499;;99.58
SCHENKER;over_100;98;MONACO;500;699;500 - 699;;92.0
SCHENKER;over_100;98;MONACO;700;999;700 - 999;;86.59
