carrier;weight_type;department;label;min_kg;max_kg;bracket;price_ht;price_per_100kg_ht
SCHENKER;less_100;01;AIN;1;9;1 - 9;29.5;
SCHENKER;less_100;01;AIN;10;19;10 - 19;33.64;
SCHENKER;less_100;01;AIN;20;29;20 - 29;37.77;
SCHENKER;less_100;01;AIN;30;39;30 - 39;41.9;
SCHENKER;less_100;01;AIN;40;49;40 - 49;45.44;
SCHENKER;less_100;01;AIN;50;59;50 - 59;48.97;
SCHENKER;less_100;01;AIN;60;69;60 - 69;52.52;
SCHENKER;less_100;01;AIN;70;79;70 - 79;56.06;
SCHENKER;less_100;01;AIN;80;100;80 - 100;61.96;
SCHENKER;less_100;02;AISNE;1;9;1 - 9;18.75;
SCHENKER;less_100;02;AISNE;10;19;10 - 19;21.37;
SCHENKER;less_100;02;AISNE;20;29;20 - 29;24.0;
SCHENKER;less_100;02;AISNE;30;39;30 - 39;26.61;
SCHENKER;less_100;02;AISNE;40;49;40 - 49;28.87;
SCHENKER;less_100;02;AISNE;50;59;50 - 59;31.12;
SCHENKER;less_100;02;AISNE;60;69;60 - 69;33.37;
SCHENKER;less_100;02;AISNE;70;79;70 - 79;35.62;
SCHENKER;less_100;02;AISNE;80;100;80 - 100;39.37;
SCHENKER;less_100;03;ALLIER;1;9;1 - 9;27.19;
SCHENKER;less_100;03;ALLIER;10;19;10 - 19;31.0;
SCHENKER;less_100;03;ALLIER;20;29;20 - 29;34.81;
SCHENKER;less_100;03;ALLIER;30;39;30 - 39;38.62;
SCHENKER;less_100;03;ALLIER;40;49;40 - 49;41.89;
SCHENKER;less_100;03;ALLIER;50;59;50 - 59;45.15;
SCHENKER;less_100;03;ALLIER;60;69;60 - 69;48.42;
SCHENKER;less_100;03;ALLIER;70;79;70 - 79;51.68;
SCHENKER;less_100;03;ALLIER;80;100;80 - 100;57.11;
SCHENKER;less_100;04;ALPES DE HAUTE- PROV;1;9;1 - 9;40.27;
SCHENKER;less_100;04;ALPES DE HAUTE- PROV;10;19;10 - 19;45.9;
SCHENKER;less_100;04;ALPES DE HAUTE- PROV;20;29;20 - 29;51.54;
SCHENKER;less_100;04;ALPES DE HAUTE- PROV;30;39;30 - 39;57.17;
SCHENKER;less_100;04;ALPES DE HAUTE- PROV;40;49;40 - 49;62.01;
SCHENKER;less_100;04;ALPES DE HAUTE- PROV;50;59;50 - 59;66.83;
SCHENKER;less_100;04;ALPES DE HAUTE- PROV;60;69;60 - 69;71.67;
SCHENKER;less_100;04;ALPES DE HAUTE- PROV;70;79;70 - 79;76.5;
SCHENKER;less_100;04;ALPES DE HAUTE- PROV;80;100;80 - 100;84.55;
SCHENKER;less_100;04;Localités d'altitude;1;9;1 - 9;48.33;
SCHENKER;less_100;04;Localités d'altitude;10;19;10 - 19;55.1;
SCHENKER;less_100;04;Localités d'altitude;20;29;20 - 29;61.86;
SCHENKER;less_100;04;Localités d'altitude;30;39;30 - 39;68.63;
SCHENKER;less_100;04;Localités d'altitude;40;49;40 - 49;74.42;
SCHENKER;less_100;04;Localités d'altitude;50;59;50 - 59;80.23;
SCHENKER;less_100;04;Localités d'altitude;60;69;60 - 69;86.02;
SCHENKER;less_100;04;Localités d'altitude;70;79;70 - 79;91.82;
SCHENKER;less_100;04;Localités d'altitude;80;100;80 - 100;101.49;
SCHENKER;less_100;05;ALPES (HAUTES-);1;9;1 - 9;39.5;
SCHENKER;less_100;05;ALPES (HAUTES-);10;19;10 - 19;45.02;
SCHENKER;less_100;05;ALPES (HAUTES-);20;29;20 - 29;50.55;
SCHENKER;less_100;05;ALPES (HAUTES-);30;39;30 - 39;56.08;
SCHENKER;less_100;05;ALPES (HAUTES-);40;49;40 - 49;60.82;
SCHENKER;less_100;05;ALPES (HAUTES-);50;59;50 - 59;65.56;
SCHENKER;less_100;05;ALPES (HAUTES-);60;69;60 - 69;70.3;
SCHENKER;less_100;05;ALPES (HAUTES-);70;79;70 - 79;75.04;
SCHENKER;less_100;05;ALPES (HAUTES-);80;100;80 - 100;82.94;
SCHENKER;less_100;05;Localités d'altitude;1;9;1 - 9;47.5;
SCHENKER;less_100;05;Localités d'altitude;10;19;10 - 19;54.15;
SCHENKER;less_100;05;Localités d'altitude;20;29;20 - 29;60.8;
SCHENKER;less_100;05;Localités d'altitude;30;39;30 - 39;67.44;
SCHENKER;less_100;05;Localités d'altitude;40;49;40 - 49;73.15;
SCHENKER;less_100;05;Localités d'altitude;50;59;50 - 59;78.85;
SCHENKER;less_100;05;Localités d'altitude;60;69;60 - 69;84.55;
SCHENKER;less_100;05;Localités d'altitude;70;79;70 - 79;90.25;
SCHENKER;less_100;05;Localités d'altitude;80;100;80 - 100;99.74;
SCHENKER;less_100;06;ALPES-MARITIMES;1;9;1 - 9;45.65;
SCHENKER;less_100;06;ALPES-MARITIMES;10;19;10 - 19;52.04;
SCHENKER;less_100;06;ALPES-MARITIMES;20;29;20 - 29;58.43;
SCHENKER;less_100;06;ALPES-MARITIMES;30;39;30 - 39;64.81;
SCHENKER;less_100;06;ALPES-MARITIMES;40;49;40 - 49;70.29;
SCHENKER;less_100;06;ALPES-MARITIMES;50;59;50 - 59;75.77;
SCHENKER;less_100;06;ALPES-MARITIMES;60;69;60 - 69;81.24;
SCHENKER;less_100;06;ALPES-MARITIMES;70;79;70 - 79;86.72;
SCHENKER;less_100;06;ALPES-MARITIMES;80;100;80 - 100;95.85;
SCHENKER;less_100;06;Localités d'altitude;1;9;1 - 9;54.12;
SCHENKER;less_100;06;Localités d'altitude;10;19;10 - 19;61.7;
SCHENKER;less_100;06;Localités d'altitude;20;29;20 - 29;69.27;
SCHENKER;less_100;06;Localités d'altitude;30;39;30 - 39;76.85;
SCHENKER;less_100;06;Localités d'altitude;40;49;40 - 49;83.34;
SCHENKER;less_100;06;Localités d'altitude;50;59;50 - 59;89.83;
SCHENKER;less_100;06;Localités d'altitude;60;69;60 - 69;96.33;
SCHENKER;less_100;06;Localités d'altitude;70;79;70 - 79;102.83;
SCHENKER;less_100;06;Localités d'altitude;80;100;80 - 100;113.65;
SCHENKER;less_100;07;ARDECHE;1;9;1 - 9;33.35;
SCHENKER;less_100;07;ARDECHE;10;19;10 - 19;38.01;
SCHENKER;less_100;07;ARDECHE;20;29;20 - 29;42.68;
SCHENKER;less_100;07;ARDECHE;30;39;30 - 39;47.36;
SCHENKER;less_100;07;ARDECHE;40;49;40 - 49;51.35;
SCHENKER;less_100;07;ARDECHE;50;59;50 - 59;55.36;
SCHENKER;less_100;07;ARDECHE;60;69;60 - 69;59.35;
SCHENKER;less_100;07;ARDECHE;70;79;70 - 79;63.36;
SCHENKER;less_100;07;ARDECHE;80;100;80 - 100;70.03;
SCHENKER;less_100;08;ARDENNES;1;9;1 - 9;22.59;
SCHENKER;less_100;08;ARDENNES;10;19;10 - 19;25.75;
SCHENKER;less_100;08;ARDENNES;20;29;20 - 29;28.91;
SCHENKER;less_100;08;ARDENNES;30;39;30 - 39;32.07;
SCHENKER;less_100;08;ARDENNES;40;49;40 - 49;34.79;
SCHENKER;less_100;08;ARDENNES;50;59;50 - 59;37.49;
SCHENKER;less_100;08;ARDENNES;60;69;60 - 69;40.21;
SCHENKER;less_100;08;ARDENNES;70;79;70 - 79;42.92;
SCHENKER;less_100;08;ARDENNES;80;100;80 - 100;47.43;
SCHENKER;less_100;09;ARIEGE;1;9;1 - 9;40.27;
SCHENKER;less_100;09;ARIEGE;10;19;10 - 19;45.9;
SCHENKER;less_100;09;ARIEGE;20;29;20 - 29;51.54;
SCHENKER;less_100;09;ARIEGE;30;39;30 - 39;57.17;
SCHENKER;less_100;09;ARIEGE;40;49;40 - 49;62.01;
SCHENKER;less_100;09;ARIEGE;50;59;50 - 59;66.83;
SCHENKER;less_100;09;ARIEGE;60;69;60 - 69;71.67;
SCHENKER;less_100;09;ARIEGE;70;79;70 - 79;76.5;
SCHENKER;less_100;09;ARIEGE;80;100;80 - 100;84.55;
SCHENKER;less_100;09;Localités d'altitude;1;9;1 - 9;48.33;
SCHENKER;less_100;09;Localités d'altitude;10;19;10 - 19;55.1;
SCHENKER;less_100;09;Localités d'altitude;20;29;20 - 29;61.86;
SCHENKER;less_100;09;Localités d'altitude;30;39;30 - 39;68.63;
SCHENKER;less_100;09;Localités d'altitude;40;49;40 - 49;74.42;
SCHENKER;less_100;09;Localités d'altitude;50;59;50 - 59;80.23;
SCHENKER;less_100;09;Localités d'altitude;60;69;60 - 69;86.02;
SCHENKER;less_100;09;Localités d'altitude;70;79;70 - 79;91.82;
SCHENKER;less_100;09;Localités d'altitude;80;100;80 - 100;101.49;
SCHENKER;less_100;10;AUBE;1;9;1 - 9;21.82;
SCHENKER;less_100;10;AUBE;10;19;10 - 19;24.87;
SCHENKER;less_100;10;AUBE;20;29;20 - 29;27.92;
SCHENKER;less_100;10;AUBE;30;39;30 - 39;30.99;
SCHENKER;less_100;10;AUBE;40;49;40 - 49;33.6;
SCHENKER;less_100;10;AUBE;50;59;50 - 59;36.22;
SCHENKER;less_100;10;AUBE;60;69;60 - 69;38.84;
SCHENKER;less_100;10;AUBE;70;79;70 - 79;41.46;
SCHENKER;less_100;10;AUBE;80;100;80 - 100;45.82;
SCHENKER;less_100;11;AUDE;1;9;1 - 9;41.03;
SCHENKER;less_100;11;AUDE;10;19;10 - 19;46.78;
SCHENKER;less_100;11;AUDE;20;29;20 - 29;52.52;
SCHENKER;less_100;11;AUDE;30;39;30 - 39;58.27;
SCHENKER;less_100;11;AUDE;40;49;40 - 49;63.19;
SCHENKER;less_100;11;AUDE;50;59;50 - 59;68.11;
SCHENKER;less_100;11;AUDE;60;69;60 - 69;73.04;
SCHENKER;less_100;11;AUDE;70;79;70 - 79;77.96;
SCHENKER;less_100;11;AUDE;80;100;80 - 100;86.17;
SCHENKER;less_100;12;AVEYRON;1;9;1 - 9;37.96;
SCHENKER;less_100;12;AVEYRON;10;19;10 - 19;43.27;
SCHENKER;less_100;12;AVEYRON;20;29;20 - 29;48.58;
SCHENKER;less_100;12;AVEYRON;30;39;30 - 39;53.9;
SCHENKER;less_100;12;AVEYRON;40;49;40 - 49;58.46;
SCHENKER;less_100;12;AVEYRON;50;59;50 - 59;63.01;
SCHENKER;less_100;12;AVEYRON;60;69;60 - 69;67.56;
SCHENKER;less_100;12;AVEYRON;70;79;70 - 79;72.12;
SCHENKER;less_100;12;AVEYRON;80;100;80 - 100;79.71;
SCHENKER;less_100;13;BOUCHES DU RHONE;1;9;1 - 9;37.19;
SCHENKER;less_100;13;BOUCHES DU RHONE;10;19;10 - 19;42.39;
SCHENKER;less_100;13;BOUCHES DU RHONE;20;29;20 - 29;47.6;
SCHENKER;less_100;13;BOUCHES DU RHONE;30;39;30 - 39;52.81;
SCHENKER;less_100;13;BOUCHES DU RHONE;40;49;40 - 49;57.27;
SCHENKER;less_100;13;BOUCHES DU RHONE;50;59;50 - 59;61.73;
SCHENKER;less_100;13;BOUCHES DU RHONE;60;69;60 - 69;66.2;
SCHENKER;less_100;13;BOUCHES DU RHONE;70;79;70 - 79;70.66;
SCHENKER;less_100;13;BOUCHES DU RHONE;80;100;80 - 100;78.1;
SCHENKER;less_100;14;CALVADOS;1;9;1 - 9;22.59;
SCHENKER;less_100;14;CALVADOS;10;19;10 - 19;25.75;
SCHENKER;less_100;14;CALVADOS;20;29;20 - 29;28.91;
SCHENKER;less_100;14;CALVADOS;30;39;30 - 39;32.07;
SCHENKER;less_100;14;CALVADOS;40;49;40 - 49;34.79;
SCHENKER;less_100;14;CALVADOS;50;59;50 - 59;37.49;
SCHENKER;less_100;14;CALVADOS;60;69;60 - 69;40.21;
SCHENKER;less_100;14;CALVADOS;70;79;70 - 79;42.92;
SCHENKER;less_100;14;CALVADOS;80;100;80 - 100;47.43;
SCHENKER;less_100;15;CANTAL;1;9;1 - 9;32.58;
SCHENKER;less_100;15;CANTAL;10;19;10 - 19;37.14;
SCHENKER;less_100;15;CANTAL;20;29;20 - 29;41.7;
SCHENKER;less_100;15;CANTAL;30;39;30 - 39;46.26;
SCHENKER;less_100;15;CANTAL;40;49;40 - 49;50.17;
SCHENKER;less_100;15;CANTAL;50;59;50 - 59;54.08;
SCHENKER;less_100;15;CANTAL;60;69;60 - 69;57.99;
SCHENKER;less_100;15;CANTAL;70;79;70 - 79;61.9;
SCHENKER;less_100;15;CANTAL;80;100;80 - 100;68.41;
SCHENKER;less_100;16;CHARENTE;1;9;1 - 9;27.97;
SCHENKER;less_100;16;CHARENTE;10;19;10 - 19;31.88;
SCHENKER;less_100;16;CHARENTE;20;29;20 - 29;35.8;
SCHENKER;less_100;16;CHARENTE;30;39;30 - 39;39.72;
SCHENKER;less_100;16;CHARENTE;40;49;40 - 49;43.07;
SCHENKER;less_100;16;CHARENTE;50;59;50 - 59;46.42;
SCHENKER;less_100;16;CHARENTE;60;69;60 - 69;49.78;
SCHENKER;less_100;16;CHARENTE;70;79;70 - 79;53.14;
SCHENKER;less_100;16;CHARENTE;80;100;80 - 100;58.73;
SCHENKER;less_100;17;CHARENTE- MARITIME;1;9;1 - 9;27.97;
SCHENKER;less_100;17;CHARENTE- MARITIME;10;19;10 - 19;31.88;
SCHENKER;less_100;17;CHARENTE- MARITIME;20;29;20 - 29;35.8;
SCHENKER;less_100;17;CHARENTE- MARITIME;30;39;30 - 39;39.72;
SCHENKER;less_100;17;CHARENTE- MARITIME;40;49;40 - 49;43.07;
SCHENKER;less_100;17;CHARENTE- MARITIME;50;59;50 - 59;46.42;
SCHENKER;less_100;17;CHARENTE- MARITIME;60;69;60 - 69;49.78;
SCHENKER;less_100;17;CHARENTE- MARITIME;70;79;70 - 79;53.14;
SCHENKER;less_100;17;CHARENTE- MARITIME;80;100;80 - 100;58.73;
SCHENKER;less_100;17;CHARENTE- MARITIME Iles;1;9;1 - 9;35.09;
SCHENKER;less_100;17;CHARENTE- MARITIME Iles;10;19;10 - 19;39.99;
SCHENKER;less_100;17;CHARENTE- MARITIME Iles;20;29;20 - 29;44.91;
SCHENKER;less_100;17;CHARENTE- MARITIME Iles;30;39;30 - 39;49.82;
SCHENKER;less_100;17;CHARENTE- MARITIME Iles;40;49;40 - 49;54.03;
SCHENKER;less_100;17;CHARENTE- MARITIME Iles;50;59;50 - 59;58.24;
SCHENKER;less_100;17;CHARENTE- MARITIME Iles;60;69;60 - 69;62.45;
SCHENKER;less_100;17;CHARENTE- MARITIME Iles;70;79;70 - 79;66.66;
SCHENKER;less_100;17;CHARENTE- MARITIME Iles;80;100;80 - 100;73.68;
SCHENKER;less_100;18;CHER;1;9;1 - 9;24.9;
SCHENKER;less_100;18;CHER;10;19;10 - 19;28.38;
SCHENKER;less_100;18;CHER;20;29;20 - 29;31.86;
SCHENKER;less_100;18;CHER;30;39;30 - 39;35.35;
SCHENKER;less_100;18;CHER;40;49;40 - 49;38.33;
SCHENKER;less_100;18;CHER;50;59;50 - 59;41.32;
SCHENKER;less_100;18;CHER;60;69;60 - 69;44.31;
SCHENKER;less_100;18;CHER;70;79;70 - 79;47.29;
SCHENKER;less_100;18;CHER;80;100;80 - 100;52.28;
SCHENKER;less_100;19;CORREZE;1;9;1 - 9;31.04;
SCHENKER;less_100;19;CORREZE;10;19;10 - 19;35.38;
SCHENKER;less_100;19;CORREZE;20;29;20 - 29;39.73;
SCHENKER;less_100;19;CORREZE;30;39;30 - 39;44.08;
SCHENKER;less_100;19;CORREZE;40;49;40 - 49;47.8;
SCHENKER;less_100;19;CORREZE;50;59;50 - 59;51.52;
SCHENKER;less_100;19;CORREZE;60;69;60 - 69;55.25;
SCHENKER;less_100;19;CORREZE;70;79;70 - 79;58.98;
SCHENKER;less_100;19;CORREZE;80;100;80 - 100;65.18;
SCHENKER;less_100;20;CORSE;1;9;1 - 9;79.77;
SCHENKER;less_100;20;CORSE;10;19;10 - 19;90.95;
SCHENKER;less_100;20;CORSE;20;29;20 - 29;102.11;
SCHENKER;less_100;20;CORSE;30;39;30 - 39;113.28;
SCHENKER;less_100;20;CORSE;40;49;40 - 49;122.85;
SCHENKER;less_100;20;CORSE;50;59;50 - 59;132.43;
SCHENKER;less_100;20;CORSE;60;69;60 - 69;142.0;
SCHENKER;less_100;20;CORSE;70;79;70 - 79;151.57;
SCHENKER;less_100;20;CORSE;80;100;80 - 100;167.53;
SCHENKER;less_100;21;COTE-D OR;1;9;1 - 9;23.36;
SCHENKER;less_100;21;COTE-D OR;10;19;10 - 19;26.63;
SCHENKER;less_100;21;COTE-D OR;20;29;20 - 29;29.9;
SCHENKER;less_100;21;COTE-D OR;30;39;30 - 39;33.17;
SCHENKER;less_100;21;COTE-D OR;40;49;40 - 49;35.97;
SCHENKER;less_100;21;COTE-D OR;50;59;50 - 59;38.77;
SCHENKER;less_100;21;COTE-D OR;60;69;60 - 69;41.58;
SCHENKER;less_100;21;COTE-D OR;70;79;70 - 79;44.37;
SCHENKER;less_100;21;COTE-D OR;80;100;80 - 100;49.05;
SCHENKER;less_100;22;COTES-D ARMOR;1;9;1 - 9;27.97;
SCHENKER;less_100;22;COTES-D ARMOR;10;19;10 - 19;31.88;
SCHENKER;less_100;22;COTES-D ARMOR;20;29;20 - 29;35.8;
SCHENKER;less_100;22;COTES-D ARMOR;30;39;30 - 39;39.72;
SCHENKER;less_100;22;COTES-D ARMOR;40;49;40 - 49;43.07;
SCHENKER;less_100;22;COTES-D ARMOR;50;59;50 - 59;46.42;
SCHENKER;less_100;22;COTES-D ARMOR;60;69;60 - 69;49.78;
SCHENKER;less_100;22;COTES-D ARMOR;70;79;70 - 79;53.14;
SCHENKER;less_100;22;COTES-D ARMOR;80;100;80 - 100;58.73;
SCHENKER;less_100;22;COTES-D ARMOR Iles;1;9;1 - 9;35.09;
SCHENKER;less_100;22;COTES-D ARMOR Iles;10;19;10 - 19;39.99;
SCHENKER;less_100;22;COTES-D ARMOR Iles;20;29;20 - 29;44.91;
SCHENKER;less_100;22;COTES-D ARMOR Iles;30;39;30 - 39;49.82;
SCHENKER;less_100;22;COTES-D ARMOR Iles;40;49;40 - 49;54.03;
SCHENKER;less_100;22;COTES-D ARMOR Iles;50;59;50 - 59;58.24;
SCHENKER;less_100;22;COTES-D ARMOR Iles;60;69;60 - 69;62.45;
SCHENKER;less_100;22;COTES-D ARMOR Iles;70;79;70 - 79;66.66;
SCHENKER;less_100;22;COTES-D ARMOR Iles;80;100;80 - 100;73.68;
SCHENKER;less_100;23;CREUSE;1;9;1 - 9;28.73;
SCHENKER;less_100;23;CREUSE;10;19;10 - 19;32.76;
SCHENKER;less_100;23;CREUSE;20;29;20 - 29;36.78;
SCHENKER;less_100;23;CREUSE;30;39;30 - 39;40.8;
SCHENKER;less_100;23;CREUSE;40;49;40 - 49;44.26;
SCHENKER;less_100;23;CREUSE;50;59;50 - 59;47.7;
SCHENKER;less_100;23;CREUSE;60;69;60 - 69;51.15;
SCHENKER;less_100;23;CREUSE;70;79;70 - 79;54.59;
SCHENKER;less_100;23;CREUSE;80;100;80 - 100;60.35;
SCHENKER;less_100;24;DORDOGNE;1;9;1 - 9;32.58;
SCHENKER;less_100;24;DORDOGNE;10;19;10 - 19;37.14;
SCHENKER;less_100;24;DORDOGNE;20;29;20 - 29;41.7;
SCHENKER;less_100;24;DORDOGNE;30;39;30 - 39;46.26;
SCHENKER;less_100;24;DORDOGNE;40;49;40 - 49;50.17;
SCHENKER;less_100;24;DORDOGNE;50;59;50 - 59;54.08;
SCHENKER;less_100;24;DORDOGNE;60;69;60 - 69;57.99;
SCHENKER;less_100;24;DORDOGNE;70;79;70 - 79;61.9;
SCHENKER;less_100;24;DORDOGNE;80;100;80 - 100;68.41;
SCHENKER;less_100;25;DOUBS;1;9;1 - 9;27.19;
SCHENKER;less_100;25;DOUBS;10;19;10 - 19;31.0;
SCHENKER;less_100;25;DOUBS;20;29;20 - 29;34.81;
SCHENKER;less_100;25;DOUBS;30;39;30 - 39;38.62;
SCHENKER;less_100;25;DOUBS;40;49;40 - 49;41.89;
SCHENKER;less_100;25;DOUBS;50;59;50 - 59;45.15;
SCHENKER;less_100;25;DOUBS;60;69;60 - 69;48.42;
SCHENKER;less_100;25;DOUBS;70;79;70 - 79;51.68;
SCHENKER;less_100;25;DOUBS;80;100;80 - 100;57.11;
SCHENKER;less_100;25;DOUBS Localités d'altitude;1;9;1 - 9;34.25;
SCHENKER;less_100;25;DOUBS Localités d'altitude;10;19;10 - 19;39.05;
SCHENKER;less_100;25;DOUBS Localités d'altitude;20;29;20 - 29;43.84;
SCHENKER;less_100;25;DOUBS Localités d'altitude;30;39;30 - 39;48.64;
SCHENKER;less_100;25;DOUBS Localités d'altitude;40;49;40 - 49;52.75;
SCHENKER;less_100;25;DOUBS Localités d'altitude;50;59;50 - 59;56.86;
SCHENKER;less_100;25;DOUBS Localités d'altitude;60;69;60 - 69;60.98;
SCHENKER;less_100;25;DOUBS Localités d'altitude;70;79;70 - 79;65.08;
SCHENKER;less_100;25;DOUBS Localités d'altitude;80;100;80 - 100;71.94;
SCHENKER;less_100;26;DROME;1;9;1 - 9;32.58;
SCHENKER;less_100;26;DROME;10;19;10 - 19;37.14;
SCHENKER;less_100;26;DROME;20;29;20 - 29;41.7;
SCHENKER;less_100;26;DROME;30;39;30 - 39;46.26;
SCHENKER;less_100;26;DROME;40;49;40 - 49;50.17;
SCHENKER;less_100;26;DROME;50;59;50 - 59;54.08;
SCHENKER;less_100;26;DROME;60;69;60 - 69;57.99;
SCHENKER;less_100;26;DROME;70;79;70 - 79;61.9;
SCHENKER;less_100;26;DROME;80;100;80 - 100;68.41;
SCHENKER;less_100;27;EURE;1;9;1 - 9;17.98;
SCHENKER;less_100;27;EURE;10;19;10 - 19;20.49;
SCHENKER;less_100;27;EURE;20;29;20 - 29;23.01;
SCHENKER;less_100;27;EURE;30;39;30 - 39;25.53;
SCHENKER;less_100;27;EURE;40;49;40 - 49;27.68;
SCHENKER;less_100;27;EURE;50;59;50 - 59;29.84;
SCHENKER;less_100;27;EURE;60;69;60 - 69;32.0;
SCHENKER;less_100;27;EURE;70;79;70 - 79;34.15;
SCHENKER;less_100;27;EURE;80;100;80 - 100;37.75;
SCHENKER;less_100;28;EURE-ET-LOIR;1;9;1 - 9;21.05;
SCHENKER;less_100;28;EURE-ET-LOIR;10;19;10 - 19;24.0;
SCHENKER;less_100;28;EURE-ET-LOIR;20;29;20 - 29;26.94;
SCHENKER;less_100;28;EURE-ET-LOIR;30;39;30 - 39;29.89;
SCHENKER;less_100;28;EURE-ET-LOIR;40;49;40 - 49;32.42;
SCHENKER;less_100;28;EURE-ET-LOIR;50;59;50 - 59;34.94;
SCHENKER;less_100;28;EURE-ET-LOIR;60;69;60 - 69;37.47;
SCHENKER;less_100;28;EURE-ET-LOIR;70;79;70 - 79;40.0;
SCHENKER;less_100;28;EURE-ET-LOIR;80;100;80 - 100;44.21;
SCHENKER;less_100;29;FINISTERE;1;9;1 - 9;29.5;
SCHENKER;less_100;29;FINISTERE;10;19;10 - 19;33.64;
SCHENKER;less_100;29;FINISTERE;20;29;20 - 29;37.77;
SCHENKER;less_100;29;FINISTERE;30;39;30 - 39;41.9;
SCHENKER;less_100;29;FINISTERE;40;49;40 - 49;45.44;
SCHENKER;less_100;29;FINISTERE;50;59;50 - 59;48.97;
SCHENKER;less_100;29;FINISTERE;60;69;60 - 69;52.52;
SCHENKER;less_100;29;FINISTERE;70;79;70 - 79;56.06;
SCHENKER;less_100;29;FINISTERE;80;100;80 - 100;61.96;
SCHENKER;less_100;29;FINISTERE Iles;1;9;1 - 9;36.74;
SCHENKER;less_100;29;FINISTERE Iles;10;19;10 - 19;41.88;
SCHENKER;less_100;29;FINISTERE Iles;20;29;20 - 29;47.03;
SCHENKER;less_100;29;FINISTERE Iles;30;39;30 - 39;52.17;
SCHENKER;less_100;29;FINISTERE Iles;40;49;40 - 49;56.58;
SCHENKER;less_100;29;FINISTERE Iles;50;59;50 - 59;60.99;
SCHENKER;less_100;29;FINISTERE Iles;60;69;60 - 69;65.4;
SCHENKER;less_100;29;FINISTERE Iles;70;79;70 - 79;69.81;
SCHENKER;less_100;29;FINISTERE Iles;80;100;80 - 100;77.15;
SCHENKER;less_100;30;GARD;1;9;1 - 9;37.96;
SCHENKER;less_100;30;GARD;10;19;10 - 19;43.27;
SCHENKER;less_100;30;GARD;20;29;20 - 29;48.58;
SCHENKER;less_100;30;GARD;30;39;30 - 39;53.9;
SCHENKER;less_100;30;GARD;40;49;40 - 49;58.46;
SCHENKER;less_100;30;GARD;50;59;50 - 59;63.01;
SCHENKER;less_100;30;GARD;60;69;60 - 69;67.56;
SCHENKER;less_100;30;GARD;70;79;70 - 79;72.12;
SCHENKER;less_100;30;GARD;80;100;80 - 100;79.71;
SCHENKER;less_100;31;HAUTE-GARONNE;1;9;1 - 9;36.42;
SCHENKER;less_100;31;HAUTE-GARONNE;10;19;10 - 19;41.51;
SCHENKER;less_100;31;HAUTE-GARONNE;20;29;20 - 29;46.62;
SCHENKER;less_100;31;HAUTE-GARONNE;30;39;30 - 39;51.72;
SCHENKER;less_100;31;HAUTE-GARONNE;40;49;40 - 49;56.09;
SCHENKER;less_100;31;HAUTE-GARONNE;50;59;50 - 59;60.46;
SCHENKER;less_100;31;HAUTE-GARONNE;60;69;60 - 69;64.83;
SCHENKER;less_100;31;HAUTE-GARONNE;70;79;70 - 79;69.2;
SCHENKER;less_100;31;HAUTE-GARONNE;80;100;80 - 100;76.48;
SCHENKER;less_100;31;HAUTE-GARONNE Localités d'altitude;1;9;1 - 9;44.19;
SCHENKER;less_100;31;HAUTE-GARONNE Localités d'altitude;10;19;10 - 19;50.37;
SCHENKER;less_100;31;HAUTE-GARONNE Localités d'altitude;20;29;20 - 29;56.56;
SCHENKER;less_100;31;HAUTE-GARONNE Localités d'altitude;30;39;30 - 39;62.75;
SCHENKER;less_100;31;HAUTE-GARONNE Localités d'altitude;40;49;40 - 49;68.05;
SCHENKER;less_100;31;HAUTE-GARONNE Localités d'altitude;50;59;50 - 59;73.35;
SCHENKER;less_100;31;HAUTE-GARONNE Localités d'altitude;60;69;60 - 69;78.66;
SCHENKER;less_100;31;HAUTE-GARONNE Localités d'altitude;70;79;70 - 79;83.96;
SCHENKER;less_100;31;HAUTE-GARONNE Localités d'altitude;80;100;80 - 100;92.79;
SCHENKER;less_100;32;GERS;1;9;1 - 9;38.73;
SCHENKER;less_100;32;GERS;10;19;10 - 19;44.15;
SCHENKER;less_100;32;GERS;20;29;20 - 29;49.57;
SCHENKER;less_100;32;GERS;30;39;30 - 39;54.99;
SCHENKER;less_100;32;GERS;40;49;40 - 49;59.64;
SCHENKER;less_100;32;GERS;50;59;50 - 59;64.28;
SCHENKER;less_100;32;GERS;60;69;60 - 69;68.93;
SCHENKER;less_100;32;GERS;70;79;70 - 79;73.58;
SCHENKER;less_100;32;GERS;80;100;80 - 100;81.32;
SCHENKER;less_100;33;GIRONDE;1;9;1 - 9;31.81;
SCHENKER;less_100;33;GIRONDE;10;19;10 - 19;36.26;
SCHENKER;less_100;33;GIRONDE;20;29;20 - 29;40.71;
SCHENKER;less_100;33;GIRONDE;30;39;30 - 39;45.17;
SCHENKER;less_100;33;GIRONDE;40;49;40 - 49;48.99;
SCHENKER;less_100;33;GIRONDE;50;59;50 - 59;52.8;
SCHENKER;less_100;33;GIRONDE;60;69;60 - 69;56.62;
SCHENKER;less_100;33;GIRONDE;70;79;70 - 79;60.43;
SCHENKER;less_100;33;GIRONDE;80;100;80 - 100;66.8;
SCHENKER;less_100;34;HERAULT;1;9;1 - 9;38.73;
SCHENKER;less_100;34;HERAULT;10;19;10 - 19;44.15;
SCHENKER;less_100;34;HERAULT;20;29;20 - 29;49.57;
SCHENKER;less_100;34;HERAULT;30;39;30 - 39;54.99;
